"","term","Total"
"28137","have to resort to",5
"28138","have to run a",5
"28139","have to say for",5
"28140","have to say what",5
"28141","have to search for",5
"28142","have to see you",5
"28143","have to start all",5
"28144","have to start somewhere",5
"28145","have to stay in",5
"28146","have to stay strong",5
"28147","have to stay up",5
"28148","have to stick together",5
"28149","have to support my",5
"28150","have to take some",5
"28151","have to think of",5
"28152","have to try and",5
"28153","have to try this",5
"28154","have to walk to",5
"28155","have to watch and",5
"28156","have to work out",5
"28157","have to work tonight",5
"28158","have too much faith",5
"28159","have too much time",5
"28160","have tried to succeed",5
"28161","have u been to",5
"28162","have you been drinking",5
"28163","have you entered our",5
"28164","have you stay with",5
"28165","have you stopped by",5
"28166","have you visited the",5
"28167","have you visited to",5
"28168","have your mothers day",5
"28169","have your tickets yet",5
"28170","have your way in",5
"28171","havent been here in",5
"28172","havent been on all",5
"28173","havent been this bored",5
"28174","havent been this excited",5
"28175","havent been tweeting much",5
"28176","havent done anything in",5
"28177","havent done this in",5
"28178","havent even had a",5
"28179","havent found it yet",5
"28180","havent found the right",5
"28181","havent gotten around to",5
"28182","havent had a single",5
"28183","havent had one in",5
"28184","havent had this much",5
"28185","havent heard that song",5
"28186","havent laughed this hard",5
"28187","havent seen that movie",5
"28188","havent seen the avengers",5
"28189","havent seen them in",5
"28190","havent told my mom",5
"28191","havent used twitter in",5
"28192","having a bad hair",5
"28193","having a blast in",5
"28194","having a conversation about",5
"28195","having a conversation with",5
"28196","having a fun time",5
"28197","having a great holiday",5
"28198","having a great thursday",5
"28199","having a great year",5
"28200","having a pretty good",5
"28201","having a productive day",5
"28202","having a really bad",5
"28203","having a rough time",5
"28204","having a wonderful saturday",5
"28205","having a wonderful time",5
"28206","having fun with the",5
"28207","having issues with my",5
"28208","having lots of fun",5
"28209","having many random friends",5
"28210","having me on your",5
"28211","having such a good",5
"28212","having the money to",5
"28213","having the time of",5
"28214","having way too much",5
"28215","having you at the",5
"28216","hayes award for outstanding",5
"28217","he asks how do",5
"28218","he cant do it",5
"28219","he could have a",5
"28220","he didnt even look",5
"28221","he didnt trust me",5
"28222","he does look like",5
"28223","he doesnt even have",5
"28224","he doesnt get it",5
"28225","he dont even know",5
"28226","he gave me a",5
"28227","he gave me his",5
"28228","he gave me the",5
"28229","he gets off work",5
"28230","he gives me a",5
"28231","he had a great",5
"28232","he had to do",5
"28233","he had to say",5
"28234","he has a good",5
"28235","he has an amazing",5
"28236","he has the arm",5
"28237","he has to say",5
"28238","he have to be",5
"28239","he is a new",5
"28240","he is also a",5
"28241","he is coming to",5
"28242","he is just so",5
"28243","he is my inspiration",5
"28244","he is still in",5
"28245","he is the biggest",5
"28246","he isnt going to",5
"28247","he jumps in moans",5
"28248","he just ignores me",5
"28249","he looks at me",5
"28250","he made my day",5
"28251","he makes it to",5
"28252","he needs and returns",5
"28253","he received honor has",5
"28254","he said he didnt",5
"28255","he seems to have",5
"28256","he should be a",5
"28257","he should come in",5
"28258","he sounds like a",5
"28259","he stands at times",5
"28260","he stands in moments",5
"28261","he supports gay marriage",5
"28262","he thought he was",5
"28263","he told me that",5
"28264","he turns into something",5
"28265","he wants you to",5
"28266","he was an amazing",5
"28267","he was like you",5
"28268","he was my favorite",5
"28269","he was on my",5
"28270","he was taking a",5
"28271","he was the most",5
"28272","he was with the",5
"28273","he wasnt going to",5
"28274","he who is not",5
"28275","he who laughs last",5
"28276","he will be back",5
"28277","he will be the",5
"28278","he would have said",5
"28279","head and the heart",5
"28280","head in the clouds",5
"28281","head in the game",5
"28282","head is about to",5
"28283","head is going to",5
"28284","head is in the",5
"28285","head out of the",5
"28286","head over to and",5
"28287","head with his elbow",5
"28288","headed to the beach",5
"28289","headed to the studio",5
"28290","headed to the th",5
"28291","heading home after a",5
"28292","heading into the office",5
"28293","heading off to the",5
"28294","heading out for the",5
"28295","heading to chicago for",5
"28296","heading to las vegas",5
"28297","health ins what are",5
"28298","health insurance plan review",5
"28299","health tips lower your",5
"28300","healthcarehow many ways are",5
"28301","hear a lot of",5
"28302","hear about steve jobs",5
"28303","hear about your loss",5
"28304","hear about your new",5
"28305","hear all is well",5
"28306","hear from me again",5
"28307","hear from you how",5
"28308","hear from you i",5
"28309","hear from you what",5
"28310","hear it went well",5
"28311","hear more about what",5
"28312","hear that we are",5
"28313","hear the new song",5
"28314","hear what you thought",5
"28315","hear you dig our",5
"28316","hear you like it",5
"28317","heard it on the",5
"28318","heard nothing but good",5
"28319","heard that song in",5
"28320","heard this song in",5
"28321","heard youre looking for",5
"28322","hearing more about your",5
"28323","heart and soul of",5
"28324","heart and with all",5
"28325","heart cant wait to",5
"28326","heart of the king",5
"28327","heart skips a beat",5
"28328","heart so is he",5
"28329","heart would rather steal",5
"28330","hearts a stereo it",5
"28331","hearts of men goethe",5
"28332","heck of a party",5
"28333","helen hayes award for",5
"28334","hell are reserved for",5
"28335","hell do rt is",5
"28336","hell is wrong wit",5
"28337","hell of a party",5
"28338","hell of a series",5
"28339","hell out of it",5
"28340","helland i been sidetracked",5
"28341","hello to falsetto in",5
"28342","hello to the readers",5
"28343","help families in need",5
"28344","help im stuck in",5
"28345","help let us know",5
"28346","help make a difference",5
"28347","help me figure out",5
"28348","help me get some",5
"28349","help me out with",5
"28350","help me tom cruise",5
"28351","help me understand why",5
"28352","help me with that",5
"28353","help plan the entire",5
"28354","help raise money for",5
"28355","help the mentally disabled",5
"28356","help we raised over",5
"28357","help you grow your",5
"28358","help you reach your",5
"28359","helping me get through",5
"28360","helping yourself the other",5
"28361","helps business leo burnett",5
"28362","helps people helps business",5
"28363","helps you sleep at",5
"28364","henry aaron is a",5
"28365","her because if you",5
"28366","her heart should be",5
"28367","her i love her",5
"28368","her i said hey",5
"28369","her in the face",5
"28370","her know that i",5
"28371","her mothers day gift",5
"28372","her nd one or",5
"28373","her oh so much",5
"28374","her she follows back",5
"28375","her to tell me",5
"28376","her voice is so",5
"28377","her with all my",5
"28378","here and help me",5
"28379","here and i was",5
"28380","here at lake of",5
"28381","here but i think",5
"28382","here cant wait to",5
"28383","here comes the sleep",5
"28384","here for you if",5
"28385","here how are you",5
"28386","here i miss you",5
"28387","here if you ever",5
"28388","here in las vegas",5
"28389","here in the bay",5
"28390","here there and everywhere",5
"28391","here to support you",5
"28392","heres looking at you",5
"28393","heres to hoping that",5
"28394","heres wishing you a",5
"28395","hes a good guy",5
"28396","hes not following me",5
"28397","hes on tv right",5
"28398","hes the real deal",5
"28399","hes trying to make",5
"28400","hesitancy to tell others",5
"28401","hesitate to ask someone",5
"28402","hey at least we",5
"28403","hey can u plz",5
"28404","hey everyone follow my",5
"28405","hey everyone please follow",5
"28406","hey girl did you",5
"28407","hey girl whats up",5
"28408","hey guys can you",5
"28409","hey guys lets get",5
"28410","hey guys sorry i",5
"28411","hey guys this is",5
"28412","hey have a good",5
"28413","hey have you heard",5
"28414","hey how u been",5
"28415","hey i had a",5
"28416","hey i have to",5
"28417","hey i heard youre",5
"28418","hey i know that",5
"28419","hey i need to",5
"28420","hey if you like",5
"28421","hey im following you",5
"28422","hey im going to",5
"28423","hey is there a",5
"28424","hey just saw your",5
"28425","hey man whats up",5
"28426","hey nice to see",5
"28427","hey there how are",5
"28428","hey thx for the",5
"28429","hey twitter we cant",5
"28430","hey wed love to",5
"28431","hey what happened to",5
"28432","hey whats up with",5
"28433","hey when are you",5
"28434","hey who wants to",5
"28435","hi i see that",5
"28436","hi john thanks for",5
"28437","hide and seek with",5
"28438","high i could eat",5
"28439","high on my list",5
"28440","high poor to fair",5
"28441","high school class reunion",5
"28442","high school i started",5
"28443","highlight of the night",5
"28444","hills requires a slow",5
"28445","him a big hug",5
"28446","him cant wait to",5
"28447","him for a while",5
"28448","him how i feel",5
"28449","him no matter what",5
"28450","him on the show",5
"28451","him so much follow",5
"28452","him so much i",5
"28453","him to be a",5
"28454","him to listen to",5
"28455","him without an erection",5
"28456","hip hop rnb and",5
"28457","his career is over",5
"28458","his generations best guitarists",5
"28459","his heart so is",5
"28460","his heart would rather",5
"28461","his latest joint shots",5
"28462","his next mixtape release",5
"28463","his vision james whistler",5
"28464","hisher favorite restaurant during",5
"28465","history of the world",5
"28466","history theyre dead get",5
"28467","hit a man with",5
"28468","hit a new low",5
"28469","hit me baby one",5
"28470","hit me up later",5
