"","term","Total"
"13140","edged",0
"13141","edges",0
"13142","editions",0
"13143","educating",0
"13144","educator",0
"13145","edwardsville",0
"13146","edwin",0
"13147","efficiently",0
"13148","eggplant",0
"13149","egypts",0
"13150","ehrlich",0
"13151","ejected",0
"13152","elaine",0
"13153","elect",0
"13154","electoral",0
"13155","electorate",0
"13156","electrical",0
"13157","elegance",0
"13158","elevated",0
"13159","elevation",0
"13160","elias",0
"13161","eligibility",0
"13162","elijah",0
"13163","eliminating",0
"13164","elimination",0
"13165","elk",0
"13166","elusive",0
"13167","emanuel",0
"13168","embassy",0
"13169","embraced",0
"13170","emerge",0
"13171","emerged",0
"13172","emergencies",0
"13173","emerges",0
"13174","emissions",0
"13175","emphasize",0
"13176","emphasized",0
"13177","employ",0
"13178","employs",0
"13179","enabled",0
"13180","enables",0
"13181","enabling",0
"13182","enact",0
"13183","enacted",0
"13184","encountered",0
"13185","encounters",0
"13186","endangered",0
"13187","endangering",0
"13188","endangerment",0
"13189","endeavor",0
"13190","endorsements",0
"13191","endowment",0
"13192","endured",0
"13193","enduring",0
"13194","energetic",0
"13195","enforce",0
"13196","enforced",0
"13197","enforcing",0
"13198","engineered",0
"13199","englewood",0
"13200","enlisted",0
"13201","enroll",0
"13202","enrolled",0
"13203","enrollment",0
"13204","ensuing",0
"13205","ensuring",0
"13206","enterprises",0
"13207","enthusiasts",0
"13208","entities",0
"13209","entitlement",0
"13210","entity",0
"13211","entree",0
"13212","entrees",0
"13213","entrepreneurial",0
"13214","environmentalists",0
"13215","environmentally",0
"13216","envision",0
"13217","envisioned",0
"13218","envisions",0
"13219","epa",0
"13220","episcopal",0
"13221","equipped",0
"13222","erased",0
"13223","erickson",0
"13224","erie",0
"13225","ernie",0
"13226","erupted",0
"13227","escorted",0
"13228","espns",0
"13229","essex",0
"13230","establish",0
"13231","establishing",0
"13232","establishment",0
"13233","estates",0
"13234","estranged",0
"13235","ethic",0
"13236","euclid",0
"13237","eureka",0
"13238","europes",0
"13239","euros",0
"13240","eurozone",0
"13241","evacuated",0
"13242","evacuation",0
"13243","evaluate",0
"13244","evaluated",0
"13245","evaluating",0
"13246","evaluations",0
"13247","evangelical",0
"13248","evenly",0
"13249","eventual",0
"13250","everett",0
"13251","evergreen",0
"13252","evident",0
"13253","ewing",0
"13254","examination",0
"13255","examine",0
"13256","examined",0
"13257","examiner",0
"13258","examiners",0
"13259","examining",0
"13260","exceed",0
"13261","exceeded",0
"13262","exceeds",0
"13263","exceptionally",0
"13264","exchanged",0
"13265","exchanges",0
"13266","excluded",0
"13267","excluding",0
"13268","exclusively",0
"13269","execute",0
"13270","executed",0
"13271","exempt",0
"13272","exemption",0
"13273","exemptions",0
"13274","exhibitions",0
"13275","expansive",0
"13276","expenditures",0
"13277","experiments",0
"13278","expire",0
"13279","expires",0
"13280","expletive",0
"13281","explicit",0
"13282","explicitly",0
"13283","exploit",0
"13284","explored",0
"13285","explores",0
"13286","explosive",0
"13287","explosives",0
"13288","export",0
"13289","exports",0
"13290","exposing",0
"13291","expressed",0
"13292","expressing",0
"13293","ext",0
"13294","extends",0
"13295","extensive",0
"13296","exterior",0
"13297","extortion",0
"13298","exwife",0
"13299","exxon",0
"13300","faa",0
"13301","fabrics",0
"13302","factories",0
"13303","fairfield",0
"13304","fairness",0
"13305","fairs",0
"13306","fairview",0
"13307","falcon",0
"13308","fallout",0
"13309","famed",0
"13310","famer",0
"13311","familyfriendly",0
"13312","famously",0
"13313","famu",0
"13314","fannie",0
"13315","fared",0
"13316","fares",0
"13317","farming",0
"13318","farmington",0
"13319","farmland",0
"13320","farrell",0
"13321","fascination",0
"13322","fastball",0
"13323","fastfood",0
"13324","fatalities",0
"13325","fatally",0
"13326","fatigue",0
"13327","fats",0
"13328","faulk",0
"13329","favorable",0
"13330","favored",0
"13331","fcc",0
"13332","feared",0
"13333","fearing",0
"13334","federally",0
"13335","federation",0
"13336","feds",0
"13337","feinstein",0
"13338","feliciano",0
"13339","felony",0
"13340","felton",0
"13341","fences",0
"13342","fencing",0
"13343","fennel",0
"13344","fenton",0
"13345","ferguson",0
"13346","fernandez",0
"13347","fernando",0
"13348","fertility",0
"13349","fertilizer",0
"13350","festive",0
"13351","fewest",0
"13352","fiat",0
"13353","ficano",0
"13354","fickell",0
"13355","fictional",0
"13356","fidelis",0
"13357","fielding",0
"13358","fiery",0
"13359","filings",0
"13360","finalized",0
"13361","financed",0
"13362","finances",0
"13363","financially",0
"13364","findings",0
"13365","fined",0
"13366","finely",0
"13367","fines",0
"13368","firearm",0
"13369","firearms",0
"13370","firefighter",0
"13371","firmly",0
"13372","firstclass",0
"13373","firstdegree",0
"13374","firstenergy",0
"13375","firstever",0
"13376","firsthand",0
"13377","firstplace",0
"13378","firstquarter",0
"13379","firstround",0
"13380","firstteam",0
"13381","firsttime",0
"13382","firstyear",0
"13383","fischer",0
"13384","fishermen",0
"13385","fishers",0
"13386","fitch",0
"13387","fivegame",0
"13388","fiveyear",0
"13389","fixture",0
"13390","fixtures",0
"13391","flagship",0
"13392","flair",0
"13393","flashes",0
"13394","flashy",0
"13395","flavorful",0
"13396","flawed",0
"13397","fled",0
"13398","fledgling",0
"13399","flee",0
"13400","fleeing",0
"13401","fleming",0
"13402","flemington",0
"13403","fliers",0
"13404","flint",0
"13405","floated",0
"13406","flock",0
"13407","floods",0
"13408","floral",0
"13409","flores",0
"13410","floridas",0
"13411","florissant",0
"13412","flourish",0
"13413","fluke",0
"13414","flurry",0
"13415","focal",0
"13416","focuses",0
"13417","foes",0
"13418","foie",0
"13419","foil",0
"13420","folded",0
"13421","foley",0
"13422","folsom",0
"13423","foothills",0
"13424","footing",0
"13425","footprint",0
"13426","footwear",0
"13427","fords",0
"13428","forecasters",0
"13429","forecasts",0
"13430","foreclosed",0
"13431","foreclosure",0
"13432","foreclosures",0
"13433","forefront",0
"13434","foremost",0
"13435","forensic",0
"13436","forests",0
"13437","forge",0
"13438","forged",0
"13439","formally",0
"13440","formation",0
"13441","formidable",0
"13442","forprofit",0
"13443","forrest",0
"13444","fortunes",0
"13445","forwards",0
"13446","fossil",0
"13447","fouled",0
"13448","foundations",0
"13449","fourday",0
"13450","fourgame",0
"13451","fourstar",0
"13452","fourthquarter",0
"13453","fourtime",0
"13454","fouryear",0
"13455","fowler",0
"13456","fracking",0
"13457","fraction",0
"13458","fracture",0
"13459","fractured",0
"13460","fragile",0
"13461","fragrant",0
"13462","framed",0
"13463","frances",0
"13464","franchises",0
"13465","franciscos",0
"13466","francois",0
"13467","frantic",0
"13468","fraudulent",0
"13469","frazier",0
"13470","frederick",0
"13471","freeagent",0
"13472","freed",0
"13473","freeholder",0
"13474","freeholders",0
"13475","freese",0
"13476","freethrow",0
"13477","freight",0
"13478","frenzy",0
"13479","frequency",0
"13480","fresno",0
"13481","friedman",0
"13482","frightening",0
"13483","fritz",0
"13484","frontrunner",0
"13485","ftc",0
"13486","fueled",0
"13487","fueling",0
"13488","fuels",0
"13489","fugitive",0
"13490","fukushima",0
"13491","fullback",0
"13492","fullerton",0
"13493","fulton",0
"13494","functioning",0
"13495","functions",0
"13496","fundamentally",0
"13497","fundraisers",0
"13498","furcal",0
"13499","furnishings",0
"13500","fury",0
"13501","gabor",0
"13502","gail",0
"13503","gallagher",0
"13504","gamble",0
"13505","gamehigh",0
"13506","gamewinning",0
"13507","gangs",0
"13508","gaps",0
"13509","garages",0
"13510","gardener",0
"13511","gardeners",0
"13512","gardner",0
"13513","garner",0
"13514","garnered",0
"13515","garnett",0
"13516","garnish",0
"13517","garrett",0
"13518","gases",0
"13519","gasoline",0
"13520","gated",0
"13521","gathered",0
"13522","gatherings",0
"13523","gatos",0
"13524","gauge",0
"13525","gdp",0
"13526","geared",0
"13527","geauga",0
"13528","geithner",0
"13529","generals",0
"13530","generated",0
"13531","generates",0
"13532","generating",0
"13533","generosity",0
"13534","genetic",0
"13535","georges",0
"13536","gerald",0
"13537","germanys",0
"13538","getty",0
"13539","gibbs",0
"13540","giffords",0
"13541","gill",0
"13542","gingrichs",0
"13543","girardi",0
"13544","giroux",0
"13545","glaring",0
"13546","glaze",0
"13547","glimpse",0
"13548","globally",0
"13549","globes",0
"13550","gloucester",0
"13551","gms",0
"13552","goahead",0
"13553","goalkeeper",0
"13554","goaltender",0
"13555","goldberg",0
"13556","goldman",0
"13557","goldstein",0
"13558","golfers",0
"13559","gonzaga",0
"13560","gonzales",0
"13561","goodman",0
"13562","goodwin",0
"13563","goodyear",0
"13564","govern",0
"13565","governance",0
"13566","governing",0
"13567","gowns",0
"13568","gradually",0
"13569","grady",0
"13570","grains",0
"13571","grams",0
"13572","grandchildren",0
"13573","granddaughter",0
"13574","grandmothers",0
"13575","grandson",0
"13576","granite",0
"13577","grapefruit",0
"13578","grasp",0
"13579","grassroots",0
"13580","grassy",0
"13581","grated",0
"13582","graves",0
"13583","greeces",0
"13584","greene",0
"13585","greenhouse",0
"13586","greenwich",0
"13587","greer",0
"13588","greeted",0
"13589","gresham",0
"13590","grieving",0
"13591","griffith",0
"13592","grim",0
"13593","gritty",0
"13594","groin",0
"13595","groom",0
"13596","groundbreaking",0
"13597","grounder",0
"13598","groves",0
"13599","growers",0
"13600","grueling",0
"13601","guarantees",0
"13602","guarded",0
"13603","guardian",0
"13604","gubernatorial",0
"13605","guided",0
"13606","guiding",0
"13607","guillen",0
"13608","gundy",0
"13609","gunfire",0
"13610","gunman",0
"13611","gunshot",0
"13612","guthrie",0
"13613","gutierrez",0
"13614","gwinnett",0
"13615","haas",0
"13616","hafner",0
"13617","hailed",0
"13618","haith",0
"13619","halak",0
"13620","halfdozen",0
"13621","halfhour",0
"13622","hallways",0
"13623","halt",0
"13624","halted",0
"13625","hammond",0
"13626","hampshire",0
"13627","hampton",0
"13628","hamstring",0
"13629","hancock",0
"13630","handgun",0
"13631","handson",0
"13632","hanna",0
"13633","hanson",0
"13634","harassment",0
"13635","harbaugh",0
"13636","hardship",0
"13637","hardworking",0
"13638","harford",0
"13639","harmed",0
"13640","harmful",0
"13641","harmon",0
"13642","harrington",0
"13643","hastings",0
"13644","hatch",0
"13645","hathaway",0
"13646","havoc",0
"13647","hawkins",0
"13648","hawthorne",0
"13649","hayden",0
"13650","hayward",0
"13651","hazard",0
"13652","hazardous",0
"13653","hazards",0
"13654","hazelwood",0
"13655","hazing",0
"13656","healy",0
"13657","hearings",0
"13658","hearty",0
"13659","heavier",0
"13660","heavyweight",0
"13661","heckert",0
"13662","hedge",0
"13663","hefty",0
"13664","heightened",0
"13665","heisman",0
"13666","helm",0
"13667","hendricks",0
"13668","hennepin",0
"13669","henson",0
"13670","herbert",0
"13671","herbs",0
"13672","hernandez",0
"13673","hes",0
"13674","hickenlooper",0
"13675","hicks",0
"13676","higgins",0
"13677","highend",0
"13678","highlands",0
"13679","highlevel",0
"13680","highlighted",0
"13681","highlighting",0
"13682","highprofile",0
"13683","highquality",0
"13684","highspeed",0
"13685","hightech",0
"13686","hightower",0
"13687","highways",0
"13688","hikers",0
"13689","hikes",0
"13690","hillis",0
"13691","hillsboro",0
"13692","hillside",0
"13693","hinds",0
"13694","hinted",0
"13695","hires",0
"13696","hispanics",0
"13697","historically",0
"13698","histories",0
"13699","hitchcock",0
"13700","hoboken",0
"13701","holdings",0
"13702","hollande",0
"13703","holliday",0
"13704","hollywoods",0
"13705","holmgren",0
"13706","holt",0
"13707","homage",0
"13708","homegrown",0
"13709","homeowner",0
"13710","homered",0
"13711","homestead",0
"13712","homicide",0
"13713","homicides",0
"13714","honorary",0
"13715","hoover",0
"13716","horman",0
"13717","hormone",0
"13718","hormones",0
"13719","horrific",0
"13720","horsepower",0
"13721","horton",0
"13722","hospice",0
"13723","hospitalized",0
"13724","hostile",0
"13725","hotline",0
"13726","hourlong",0
"13727","hourly",0
"13728","housed",0
"13729","households",0
"13730","housemade",0
"13731","houstons",0
"13732","howell",0
"13733","hudsons",0
"13734","huff",0
"13735","humanitarian",0
"13736","hunterdon",0
"13737","huntington",0
"13738","hurdle",0
"13739","hurdles",0
"13740","huron",0
"13741","hyatt",0
"13742","hyde",0
"13743","hydraulic",0
"13744","hyundai",0
"13745","ideally",0
"13746","identification",0
"13747","identified",0
"13748","identifies",0
"13749","identifying",0
"13750","identities",0
"13751","ideological",0
"13752","ideology",0
"13753","iii",0
"13754","illegally",0
"13755","illnesses",0
"13756","illustrated",0
"13757","im",0
"13758","imagery",0
"13759","imaging",0
"13760","imf",0
"13761","immense",0
"13762","imminent",0
"13763","immunity",0
"13764","impacts",0
"13765","impaired",0
"13766","impasse",0
"13767","implemented",0
"13768","implementing",0
"13769","implicated",0
"13770","imported",0
"13771","imports",0
"13772","impose",0
"13773","imposed",0
"13774","imposing",0
"13775","improper",0
"13776","improperly",0
"13777","inaccurate",0
"13778","inadequate",0
"13779","incidents",0
"13780","incomes",0
"13781","incorporated",0
"13782","incorporating",0
"13783","incorrectly",0
"13784","increasingly",0
"13785","incs",0
"13786","incumbent",0
"13787","incumbents",0
"13788","ind",0
"13789","indefinitely",0
"13790","independently",0
"13791","independents",0
"13792","indexes",0
"13793","indias",0
"13794","indicate",0
"13795","indicated",0
"13796","indicating",0
"13797","indication",0
"13798","indications",0
"13799","indicator",0
"13800","indicators",0
"13801","indicted",0
"13802","indictment",0
"13803","individually",0
"13804","indonesia",0
"13805","inducted",0
"13806","induction",0
"13807","industrys",0
"13808","indycar",0
"13809","ineffective",0
"13810","ineligible",0
"13811","inevitably",0
"13812","inexpensive",0
"13813","infamous",0
"13814","infant",0
"13815","infants",0
"13816","infected",0
"13817","infections",0
"13818","infectious",0
"13819","infield",0
"13820","infielder",0
"13821","inflammation",0
"13822","inflated",0
"13823","inflation",0
"13824","influences",0
"13825","influx",0
"13826","informant",0
"13827","infusion",0
"13828","ingram",0
"13829","inherent",0
"13830","inherited",0
"13831","inhouse",0
"13832","initially",0
"13833","initiated",0
"13834","injection",0
"13835","injections",0
"13836","injunction",0
"13837","injuring",0
"13838","inland",0
"13839","inmate",0
"13840","inmates",0
"13841","innocence",0
"13842","innovations",0
"13843","inquiries",0
"13844","insects",0
"13845","inserted",0
"13846","insiders",0
"13847","insisted",0
"13848","insisting",0
"13849","insists",0
"13850","inspected",0
"13851","inspections",0
"13852","inspector",0
"13853","inspectors",0
"13854","installations",0
"13855","installment",0
"13856","instances",0
"13857","instate",0
"13858","institutes",0
"13859","institutional",0
"13860","instructed",0
"13861","instrumental",0
"13862","insufficient",0
"13863","insurer",0
"13864","insurers",0
"13865","insurgents",0
"13866","intact",0
"13867","integral",0
"13868","intends",0
"13869","intensified",0
"13870","intensive",0
"13871","intercepted",0
"13872","interception",0
"13873","interceptions",0
"13874","interchange",0
"13875","interfere",0
"13876","interference",0
"13877","interim",0
"13878","intermediate",0
"13879","intermission",0
"13880","internationally",0
"13881","intersections",0
"13882","intervene",0
"13883","intimidation",0
"13884","intoxicated",0
"13885","intricate",0
"13886","invasive",0
