"","term","Total"
"58381","headache go away",7
"58382","headache right now",7
"58383","headed home to",7
"58384","headed to san",7
"58385","headed to work",7
"58386","heading home after",7
"58387","heading out of",7
"58388","heading to austin",7
"58389","heading to chicago",7
"58390","heading to in",7
"58391","heading to san",7
"58392","heading to school",7
"58393","heading to sf",7
"58394","heading to vegas",7
"58395","heading to with",7
"58396","heads up that",7
"58397","health benefits of",7
"58398","health care law",7
"58399","health is a",7
"58400","health is the",7
"58401","hear about a",7
"58402","hear and i",7
"58403","hear from my",7
"58404","hear from some",7
"58405","hear it at",7
"58406","hear it for",7
"58407","hear of the",7
"58408","hear so many",7
"58409","hear thanks for",7
"58410","hear this song",7
"58411","hear what the",7
"58412","hear what youre",7
"58413","hear you but",7
"58414","hear you guys",7
"58415","heard a little",7
"58416","heard from the",7
"58417","heard nothing but",7
"58418","heard that too",7
"58419","heard that you",7
"58420","heard theres a",7
"58421","hearing a song",7
"58422","heart and you",7
"58423","heart disease and",7
"58424","heart full of",7
"58425","heart grow fonder",7
"58426","heart is still",7
"58427","heart out to",7
"58428","heart to heart",7
"58429","heaven can make",7
"58430","heavy on the",7
"58431","hehe i love",7
"58432","hell and i",7
"58433","hell are the",7
"58434","hell be good",7
"58435","hell have to",7
"58436","hell just happened",7
"58437","hell keep going",7
"58438","hell no i",7
"58439","hell outta me",7
"58440","hell yea but",7
"58441","hell yeah he",7
"58442","hello good morning",7
"58443","help but feel",7
"58444","help from a",7
"58445","help from the",7
"58446","help him out",7
"58447","help it i",7
"58448","help let me",7
"58449","help let us",7
"58450","help make your",7
"58451","help me figure",7
"58452","help me put",7
"58453","help me sleep",7
"58454","help my mom",7
"58455","help or hurt",7
"58456","help out your",7
"58457","help someone else",7
"58458","help us celebrate",7
"58459","help us support",7
"58460","help you but",7
"58461","help you can",7
"58462","help you grow",7
"58463","help you need",7
"58464","help you reach",7
"58465","helping me with",7
"58466","helping out at",7
"58467","helping us get",7
"58468","helps you sleep",7
"58469","henry wadsworth longfellow",7
"58470","her and the",7
"58471","her back and",7
"58472","her daughter is",7
"58473","her hair and",7
"58474","her hair she",7
"58475","her head and",7
"58476","her i dont",7
"58477","her it was",7
"58478","her like shes",7
"58479","her love you",7
"58480","her name and",7
"58481","her oh so",7
"58482","her on your",7
"58483","her own show",7
"58484","her please will",7
"58485","her she follows",7
"58486","her she has",7
"58487","her to call",7
"58488","her to come",7
"58489","her to do",7
"58490","her to make",7
"58491","here all night",7
"58492","here all the",7
"58493","here and my",7
"58494","here at aslrra",7
"58495","here at my",7
"58496","here for your",7
"58497","here i know",7
"58498","here in america",7
"58499","here in atlanta",7
"58500","here in detroit",7
"58501","here in spirit",7
"58502","here in wisconsin",7
"58503","here is there",7
"58504","here like i",7
"58505","here of course",7
"58506","here thank you",7
"58507","here thanks for",7
"58508","here that i",7
"58509","here thats why",7
"58510","here to read",7
"58511","here too and",7
"58512","here too but",7
"58513","here what are",7
"58514","here whats up",7
"58515","here with a",7
"58516","here with all",7
"58517","here you have",7
"58518","here you know",7
"58519","heres a thought",7
"58520","heres the deal",7
"58521","heres wishing you",7
"58522","herman cain is",7
"58523","herwill you make",7
"58524","hes a beast",7
"58525","hes a young",7
"58526","hes getting a",7
"58527","hes just like",7
"58528","hes mad at",7
"58529","hes new to",7
"58530","hes not worth",7
"58531","hes part of",7
"58532","hes so adorable",7
"58533","hes so much",7
"58534","hes so perfect",7
"58535","hes willing to",7
"58536","hey check us",7
"58537","hey girl hey",7
"58538","hey girl whats",7
"58539","hey happy birthday",7
"58540","hey have a",7
"58541","hey hey you",7
"58542","hey how u",7
"58543","hey hows your",7
"58544","hey i met",7
"58545","hey i would",7
"58546","hey if i",7
"58547","hey if u",7
"58548","hey im good",7
"58549","hey im just",7
"58550","hey im still",7
"58551","hey it is",7
"58552","hey its a",7
"58553","hey its been",7
"58554","hey my friend",7
"58555","hey no problem",7
"58556","hey pretty lady",7
"58557","hey remember when",7
"58558","hey there thanks",7
"58559","hey there we",7
"58560","hey want to",7
"58561","hey wats up",7
"58562","hey we are",7
"58563","hey you how",7
"58564","hey you i",7
"58565","hi are you",7
"58566","hi do you",7
"58567","hi i hope",7
"58568","hi i see",7
"58569","hi i was",7
"58570","hi if youre",7
"58571","hi there so",7
"58572","hiding from the",7
"58573","high and your",7
"58574","high as hell",7
"58575","high gas prices",7
"58576","high heels and",7
"58577","high off of",7
"58578","high on my",7
"58579","high school career",7
"58580","high school he",7
"58581","high school rt",7
"58582","high school years",7
"58583","highest level of",7
"58584","highest reward for",7
"58585","highs to near",7
"58586","him a sandwich",7
"58587","him about his",7
"58588","him about it",7
"58589","him and it",7
"58590","him and to",7
"58591","him as he",7
"58592","him as much",7
"58593","him as well",7
"58594","him at my",7
"58595","him back to",7
"58596","him cause he",7
"58597","him for years",7
"58598","him he follows",7
"58599","him he has",7
"58600","him he needs",7
"58601","him hes not",7
"58602","him i didnt",7
"58603","him i just",7
"58604","him i say",7
"58605","him im sure",7
"58606","him last night",7
"58607","him like that",7
"58608","him play in",7
"58609","him so he",7
"58610","him to put",7
"58611","him to sign",7
"58612","him who is",7
"58613","him why he",7
"58614","him with his",7
"58615","him you will",7
"58616","himself to be",7
"58617","hip hip hooray",7
"58618","hip hop has",7
"58619","hire you to",7
"58620","his ability to",7
"58621","his ass lol",7
"58622","his best to",7
"58623","his book the",7
"58624","his commitment to",7
"58625","his face is",7
"58626","his first time",7
"58627","his hands on",7
"58628","his heart out",7
"58629","his lack of",7
"58630","his level and",7
"58631","his lips are",7
"58632","his name but",7
"58633","his name wrong",7
"58634","his new album",7
"58635","his new single",7
"58636","his real name",7
"58637","his th bday",7
"58638","his thoughts on",7
"58639","his tweets are",7
"58640","his twitter account",7
"58641","his work is",7
"58642","his year old",7
"58643","history as many",7
"58644","history on march",7
"58645","hit a wall",7
"58646","hit for the",7
"58647","hit like a",7
"58648","hit me if",7
"58649","hit my car",7
"58650","hit the links",7
"58651","hit up some",7
"58652","hit with the",7
"58653","hits on the",7
"58654","hits the fan",7
"58655","hittin the gym",7
"58656","hitting on me",7
"58657","hitting up a",7
"58658","hmm i think",7
"58659","hmm im not",7
"58660","hobo with a",7
"58661","hold it in",7
"58662","hold me back",7
"58663","hold on and",7
"58664","hold up to",7
"58665","holding onto the",7
"58666","holla at ya",7
"58667","holla if you",7
"58668","holler at me",7
"58669","holy mother of",7
"58670","holy shit this",7
"58671","home and it",7
"58672","home and my",7
"58673","home and take",7
"58674","home and taking",7
"58675","home at all",7
"58676","home for me",7
"58677","home for my",7
"58678","home for summer",7
"58679","home from dc",7
"58680","home from practice",7
"58681","home i have",7
"58682","home i just",7
"58683","home i love",7
"58684","home ill be",7
"58685","home im going",7
"58686","home instead of",7
"58687","home is a",7
"58688","home is in",7
"58689","home is the",7
"58690","home safe and",7
"58691","home to relax",7
"58692","home to take",7
"58693","home today and",7
"58694","home we have",7
"58695","home with me",7
"58696","home without a",7
"58697","homes is dedicated",7
"58698","homework but i",7
"58699","homework i have",7
"58700","honestly cant wait",7
"58701","honestly dont think",7
"58702","honor of national",7
"58703","honor to work",7
"58704","honored thank you",7
"58705","hoop it up",7
"58706","hop in the",7
"58707","hope for you",7
"58708","hope i feel",7
"58709","hope i remember",7
"58710","hope im wrong",7
"58711","hope in the",7
"58712","hope it isnt",7
"58713","hope it turns",7
"58714","hope its fun",7
"58715","hope its just",7
"58716","hope that i",7
"58717","hope that means",7
"58718","hope that someday",7
"58719","hope the celtics",7
"58720","hope the new",7
"58721","hope the next",7
"58722","hope this works",7
"58723","hope to attend",7
"58724","hope to come",7
"58725","hope to keep",7
"58726","hope to learn",7
"58727","hope u dont",7
"58728","hope u enjoyed",7
"58729","hope well see",7
"58730","hope you arent",7
"58731","hope you go",7
"58732","hope you join",7
"58733","hope you ladies",7
"58734","hope you two",7
"58735","hope your event",7
"58736","hopefully everything is",7
"58737","hopefully he will",7
"58738","hopefully itll be",7
"58739","hopefully see you",7
"58740","hopefully there will",7
"58741","hopefully tomorrow will",7
"58742","hopefully we get",7
"58743","hoping they can",7
"58744","hoping we can",7
"58745","hopped over the",7
"58746","hopping in the",7
"58747","horrible no good",7
"58748","hosting such a",7
"58749","hot af in",7
"58750","hot club of",7
"58751","hot day in",7
"58752","hot i want",7
"58753","hot in texas",7
"58754","hot on the",7
"58755","hot outside i",7
"58756","hot tea and",7
"58757","hot to be",7
"58758","hot tub time",7
"58759","hot water and",7
"58760","hotter than the",7
"58761","hour a half",7
"58762","hour ago and",7
"58763","hour and half",7
"58764","hour and im",7
"58765","hour and then",7
"58766","hour till close",7
"58767","hour work day",7
"58768","hours ago and",7
"58769","hours and a",7
"58770","hours and counting",7
"58771","hours and hours",7
"58772","hours and still",7
"58773","hours for the",7
"58774","hours from now",7
"58775","hours i have",7
"58776","hours later and",7
"58777","hours trying to",7
"58778","hours until i",7
"58779","house and my",7
"58780","house like a",7
"58781","house of leaves",7
"58782","house trying to",7
"58783","house when i",7
"58784","housewives of new",7
"58785","houston we have",7
"58786","how about our",7
"58787","how amazing is",7
"58788","how anyone could",7
"58789","how are yall",7
"58790","how are youu",7
"58791","how awesome we",7
"58792","how badly i",7
"58793","how best to",7
"58794","how bout i",7
"58795","how bout we",7
"58796","how can one",7
"58797","how can that",7
"58798","how can this",7
"58799","how come every",7
"58800","how come its",7
"58801","how come nobody",7
"58802","how could we",7
"58803","how dare they",7
"58804","how did she",7
"58805","how far that",7
"58806","how fast time",7
"58807","how fun it",7
"58808","how good he",7
"58809","how good i",7
"58810","how great the",7
"58811","how has ur",7
"58812","how he did",7
"58813","how high you",7
"58814","how i found",7
"58815","how i live",7
"58816","how i went",7
"58817","how it got",7
"58818","how long should",7
"58819","how long till",7
"58820","how lucky we",7
"58821","how many classes",7
"58822","how many new",7
"58823","how many other",7
"58824","how many will",7
"58825","how much has",7
"58826","how much weight",7
"58827","how much will",7
"58828","how much your",7
"58829","how much youve",7
"58830","how often does",7
"58831","how people say",7
"58832","how pretty you",7
"58833","how she is",7
"58834","how tall is",7
"58835","how that could",7
"58836","how the internet",7
"58837","how the new",7
"58838","how the person",7
